CAAB ID	Scientific Name	Full authority	Common Name	Family	Genus	Specific epithet
37331002	Branchiostegus australiensis	Dooley & Kailola, 1988	Australian Tilefish	Malacanthidae	Branchiostegus	australiensis
37331003	Branchiostegus hedlandensis	Dooley & Kailola, 1988	Port Hedland Tilefish	Malacanthidae	Branchiostegus	hedlandensis
37331004	Branchiostegus paxtoni	Dooley & Kailola, 1988	Paxton's Tilefish	Malacanthidae	Branchiostegus	paxtoni
37331005	Branchiostegus serratus	Dooley & Paxton, 1975	Australian Barred Tilefish	Malacanthidae	Branchiostegus	serratus
37331006	Branchiostegus wardi	Whitley, 1932	Pink Tilefish	Malacanthidae	Branchiostegus	wardi
37331007	Hoplolatilus cuniculus	Randall & Dooley, 1974	Green Tilefish	Malacanthidae	Hoplolatilus	cuniculus
37331008	Hoplolatilus starcki	Randall & Dooley, 1974	Bluehead Tilefish	Malacanthidae	Hoplolatilus	starcki
37331009	Malacanthus brevirostris	Guichenot, 1848	Flagtail Blanquillo	Malacanthidae	Malacanthus	brevirostris
37331010	Malacanthus latovittatus	(Lacépède, 1801)	Blue Blanquillo	Malacanthidae	Malacanthus	latovittatus
37332001	Bathystethus cultratus	(Forster, 1801)	Grey Knifefish	Labracoglossidae	Bathystethus	cultratus
37332002	Labracoglossa nitida	McCulloch & Waite, 1916	Blue Knifefish	Labracoglossidae	Labracoglossa	nitida
37333001	Lactarius lactarius	(Bloch & Schneider, 1801)	False Trevally	Lactariidae	Lactarius	lactarius
37334002	Pomatomus saltatrix	(Linnaeus, 1766)	Tailor	Pomatomidae	Pomatomus	saltatrix
37335001	Rachycentron canadum	(Linnaeus, 1766)	Cobia	Rachycentridae	Rachycentron	canadum
37336001	Echeneis naucrates	Linnaeus, 1758	Sharksucker	Echeneidae	Echeneis	naucrates
37336002	Remora remora	(Linnaeus, 1758)	Remora	Echeneidae	Remora	remora
37336003	Phtheirichthys lineatus	(Menzies, 1791)	Louse Fish	Echeneidae	Phtheirichthys	lineatus
37336004	Remora australis	(Bennett, 1840)	Whalesucker	Echeneidae	Remora	australis
37336005	Remora brachyptera	(Lowe, 1839)	Spearfish Remora	Echeneidae	Remora	brachyptera
37336006	Remora osteochir	(Cuvier, 1829)	Marlinsucker	Echeneidae	Remora	osteochir
37336007	Remora albescens	(Temminck & Schlegel, 1847)	White Suckerfish	Echeneidae	Remora	albescens
37337002	Trachurus declivis	(Jenyns, 1841)	Common Jack Mackerel	Carangidae	Trachurus	declivis
37337003	Trachurus novaezelandiae	Richardson, 1843	Yellowtail Scad	Carangidae	Trachurus	novaezelandiae
37337004	Pseudocaranx georgianus	Cuvier, 1833	[a trevally]	Carangidae	Pseudocaranx	georgianus
37337005	Carangoides malabaricus	(Bloch & Schneider, 1801)	Malabar Trevally	Carangidae	Carangoides	malabaricus
37337006	Seriola lalandi	Valenciennes, 1833	Yellowtail Kingfish	Carangidae	Seriola	lalandi
37337007	Seriola hippos	Günther, 1876	Samsonfish	Carangidae	Seriola	hippos
37337008	Selar boops	(Cuvier, 1833)	Oxeye Scad	Carangidae	Selar	boops
37337009	Selar crumenophthalmus	(Bloch, 1793)	Bigeye Scad	Carangidae	Selar	crumenophthalmus
37337010	Alepes apercna	Grant, 1987	Smallmouth Scad	Carangidae	Alepes	apercna
37337011	Carangoides chrysophrys	(Cuvier, 1833)	Longnose Trevally	Carangidae	Carangoides	chrysophrys
37337012	Gnathanodon speciosus	(Forsskål, 1775)	Golden Trevally	Carangidae	Gnathanodon	speciosus
37337013	Carangoides equula	(Temminck & Schlegel, 1844)	Whitefin Trevally	Carangidae	Carangoides	equula
37337014	Seriolina nigrofasciata	(Rüppell, 1829)	Blackbanded Amberjack	Carangidae	Seriolina	nigrofasciata
37337015	Selaroides leptolepis	(Cuvier, 1833)	Yellowstripe Scad	Carangidae	Selaroides	leptolepis
37337016	Caranx bucculentus	Alleyne & Macleay, 1877	Bluespotted Trevally	Carangidae	Caranx	bucculentus
37337017	Decapterus macrosoma	Bleeker, 1851	Slender Scad	Carangidae	Decapterus	macrosoma
37337018	Alectis ciliaris	(Bloch, 1787)	Pennantfish	Carangidae	Alectis	ciliaris
37337020	Uraspis uraspis	(Günther, 1860)	Whitemouth Trevally	Carangidae	Uraspis	uraspis
37337021	Carangoides caeruleopinnatus	(Rüppell, 1830)	Onion Trevally	Carangidae	Carangoides	caeruleopinnatus
37337022	Carangoides gymnostethus	(Cuvier, 1833)	Bludger Trevally	Carangidae	Carangoides	gymnostethus
37337023	Decapterus russelli	(Rüppell, 1830)	Indian Scad	Carangidae	Decapterus	russelli
37337024	Atule mate	(Cuvier, 1833)	Barred Yellowtail Scad	Carangidae	Atule	mate
37337025	Seriola dumerili	(Risso, 1810)	Amberjack	Carangidae	Seriola	dumerili
37337027	Caranx ignobilis	(Forsskål, 1775)	Giant Trevally	Carangidae	Caranx	ignobilis
37337028	Megalaspis cordyla	(Linnaeus, 1758)	Finny Scad	Carangidae	Megalaspis	cordyla
37337029	Elagatis bipinnulata	(Quoy & Gaimard, 1825)	Rainbow Runner	Carangidae	Elagatis	bipinnulata
37337031	Carangoides humerosus	(McCulloch, 1915)	Epaulette Trevally	Carangidae	Carangoides	humerosus
37337032	Scomberoides commersonnianus	Lacépède, 1801	Giant Queenfish	Carangidae	Scomberoides	commersonnianus
37337036	Alepes kleinii	(Bloch, 1793)	Razorbelly Trevally	Carangidae	Alepes	kleinii
37337037	Carangoides fulvoguttatus	(Forsskål, 1775)	Turrum	Carangidae	Carangoides	fulvoguttatus
37337038	Alectis indica	(Rüppell, 1830)	Diamond Trevally	Carangidae	Alectis	indica
37337039	Caranx sexfasciatus	Quoy & Gaimard, 1825	Bigeye Trevally	Carangidae	Caranx	sexfasciatus
37337040	Naucrates ductor	(Linnaeus, 1758)	Pilotfish	Carangidae	Naucrates	ductor
37337041	Ulua aurochs	(Ogilby, 1915)	Silvermouth Trevally	Carangidae	Ulua	aurochs
37337042	Carangoides hedlandensis	(Whitley, 1934)	Bumpnose Trevally	Carangidae	Carangoides	hedlandensis
37337043	Carangoides talamparoides	Bleeker, 1852	Whitetongue Trevally	Carangidae	Carangoides	talamparoides
37337044	Scomberoides tol	(Cuvier, 1832)	Needleskin Queenfish	Carangidae	Scomberoides	tol
37337045	Scomberoides tala	(Cuvier, 1832)	Barred Queenfish	Carangidae	Scomberoides	tala
37337046	Scomberoides lysan	(Forsskål, 1775)	Lesser Queenfish	Carangidae	Scomberoides	lysan
37337047	Pantolabus radiatus	(Macleay, 1881)	Fringefin Trevally	Carangidae	Pantolabus	radiatus
37337048	Ulua mentalis	(Cuvier, 1833)	Longraker Trevally	Carangidae	Ulua	mentalis
37337049	Caranx tille	Cuvier, 1833	Tille Trevally	Carangidae	Caranx	tille
37337050	Caranx melampygus	Cuvier, 1833	Bluefin Trevally	Carangidae	Caranx	melampygus
37337052	Seriola rivoliana	Valenciennes, 1833	Highfin Amberjack	Carangidae	Seriola	rivoliana
37337053	Caranx lugubris	Poey, 1860	Black Trevally	Carangidae	Caranx	lugubris
37337055	Decapterus macarellus	(Cuvier, 1833)	Mackerel Scad	Carangidae	Decapterus	macarellus
37337056	Decapterus kurroides	Bleeker, 1855	Redtail Scad	Carangidae	Decapterus	kurroides
37337057	Carangoides orthogrammus	(Jordan & Gilbert, 1882)	Thicklip Trevally	Carangidae	Carangoides	orthogrammus
37337059	Uraspis secunda	Poey, 1860	Cottonmouth Trevally	Carangidae	Uraspis	secunda
37337060	Decapterus tabl	Berry, 1968	Rough-ear Scad	Carangidae	Decapterus	tabl
37337062	Pseudocaranx dentex	(Bloch & Schneider, 1801)	Silver Trevally	Carangidae	Pseudocaranx	dentex
37337063	Pseudocaranx wrighti	(Whitley, 1931)	Skipjack Trevally	Carangidae	Pseudocaranx	wrighti
37337064	Caranx papuensis	Alleyne & Macleay, 1877	Brassy Trevally	Carangidae	Caranx	papuensis
37337066	Trachinotus botla	(Shaw, 1803)	Common Dart	Carangidae	Trachinotus	botla
37337067	Alepes vari	(Cuvier, 1833)	Herring Scad	Carangidae	Alepes	vari
37337068	Carangoides ferdau	(Forsskål, 1775)	Blue Trevally	Carangidae	Carangoides	ferdau
37337069	Carangoides oblongus	(Cuvier, 1833)	Coachwhip Trevally	Carangidae	Carangoides	oblongus
37337070	Carangoides plagiotaenia	Bleeker, 1857	Barcheek Trevally	Carangidae	Carangoides	plagiotaenia
37337071	Decapterus muroadsi	(Temminck & Schlegel, 1844)	Temperate Scad	Carangidae	Decapterus	muroadsi
37337072	Parastromateus niger	(Bloch, 1795)	Black Pomfret	Carangidae	Parastromateus	niger
37337073	Trachinotus anak	Ogilby, 1909	Giant Oystercracker	Carangidae	Trachinotus	anak
37337074	Trachinotus baillonii	(Lacépède, 1801)	Smallspotted Dart	Carangidae	Trachinotus	baillonii
37337075	Trachinotus blochii	(Lacépède, 1801)	Snubnose Dart	Carangidae	Trachinotus	blochii
37337076	Trachinotus coppingeri	(Günther, 1884)	Swallowtail Dart	Carangidae	Trachinotus	coppingeri
37337077	Trachurus murphyi	Nichols, 1920	Peruvian Jack Mackerel	Carangidae	Trachurus	murphyi
37337078	Carangoides dinema	Bleeker, 1851	Shadow Trevally	Carangidae	Carangoides	dinema
37337079	Carangoides bajad	(Forsskål, 1775)	[a trevally]	Carangidae	Carangoides	bajad
37337080	Caranx heberi	(Bennett, 1830)	[a trevally]	Carangidae	Caranx	heberi
37337081	Pseudocaranx dinjerra	Smith-Vaniz & Jelks, 2006	[a trevally]	Carangidae	Pseudocaranx	dinjerra
37338001	Coryphaena hippurus	Linnaeus, 1758	Mahi Mahi	Coryphaenidae	Coryphaena	hippurus
37338002	Coryphaena equiselis	Linnaeus, 1758	Pompano Mahi Mahi	Coryphaenidae	Coryphaena	equiselis
37340001	Mene maculata	(Bloch & Schneider, 1801)	Razor Moonfish	Menidae	Mene	maculata
37341002	Photopectoralis bindus	(Valenciennes, 1835)	Orangefin Ponyfish	Leiognathidae	Photopectoralis	bindus
37341004	Aurigequula longispina	(Valenciennes, 1835)	Longspine Ponyfish	Leiognathidae	Aurigequula	longispina
37341005	Equulites leuciscus	(Günther, 1860)	Whipfin Ponyfish	Leiognathidae	Equulites	leuciscus
37341006	Secutor insidiator	(Bloch, 1787)	Pugnose Ponyfish	Leiognathidae	Secutor	insidiator
37341007	Gazza minuta	(Bloch, 1797)	Toothed Ponyfish	Leiognathidae	Gazza	minuta
37341009	Aurigequula fasciata	(Lacépède, 1803)	Threadfin Ponyfish	Leiognathidae	Aurigequula	fasciata
37341010	Leiognathus splendens	(Cuvier, 1829)	Blacktip Ponyfish	Leiognathidae	Leiognathus	splendens
37341011	Equulites elongatus	(Günther, 1874)	Elongate Ponyfish	Leiognathidae	Equulites	elongatus
37341012	Equulites moretoniensis	(Ogilby, 1912)	Zigzag Ponyfish	Leiognathidae	Equulites	moretoniensis
37341013	Nuchequula glenysae	Kimura, Kimura & Ikejima, 2008	Twoblotch Ponyfish	Leiognathidae	Nuchequula	glenysae
37341014	Leiognathus equulus	(Forsskål, 1775)	Common Ponyfish	Leiognathidae	Leiognathus	equulus
37341015	Leiognathus ruconius	(Hamilton, 1822)	deep pugnosed ponyfish	Leiognathidae	Leiognathus	ruconius
37341016	Nuchequula gerreoides	(Bleeker, 1851)	Ornate Ponyfish	Leiognathidae	Nuchequula	gerreoides
37341018	Photopectoralis aureus	(Abe & Haneda, 1972)	Golden Ponyfish	Leiognathidae	Photopectoralis	aureus
37341021	Secutor interruptus	(Valenciennes, 1835)	Deep Pugnose Ponyfish	Leiognathidae	Secutor	interruptus
37341022	Secutor megalolepis	Mochizuki & Hayashi, 1989	Bigscale Ponyfish	Leiognathidae	Secutor	megalolepis
37341023	Gazza dentex	(Valenciennes, 1835)	Ovoid Ponyfish	Leiognathidae	Gazza	dentex
37341024	Gazza rhombea	Kimura, Yamashita & Iwatsuki, 2000	Rhomboid Ponyfish	Leiognathidae	Gazza	rhombea
37341025	Leiognathus jonesi	James, 1971	[a ponyfish]	Leiognathidae	Leiognathus	jonesi
37342001	Brama brama	(Bonnaterre, 1788)	Ray's Bream	Bramidae	Brama	brama
37342002	Xenobrama microlepis	Yatsu & Nakamura, 1989	Golden Pomfret	Bramidae	Xenobrama	microlepis
37342003	Taractichthys longipinnis	(Lowe, 1843)	Bigscale Pomfret	Bramidae	Taractichthys	longipinnis
37342004	Brama orcini	Cuvier, 1831	Bigbelly Pomfret	Bramidae	Brama	orcini
37342005	Eumegistus illustris	Jordan & Jordan, 1922	Brilliant Pomfret	Bramidae	Eumegistus	illustris
37342006	Pteraclis velifera	(Pallas, 1769)	Southern Fanfish	Bramidae	Pteraclis	velifera
37342007	Pterycombus petersii	(Hilgendorf, 1878)	Prickly Fanfish	Bramidae	Pterycombus	petersii
37342008	Taractes asper	Lowe, 1843	Flathead Pomfret	Bramidae	Taractes	asper
37342009	Brama pauciradiata	Moteki, Fujita & Last, 1995	Shortfin Pomfret	Bramidae	Brama	pauciradiata
37342010	Brama australis	Valenciennes, 1837	Southern Ray's Bream	Bramidae	Brama	australis
37342011	Brama dussumieri	Cuvier, 1831	Lesser Bream	Bramidae	Brama	dussumieri
37342012	Brama myersi	Mead, 1972	Myers' Pomfret	Bramidae	Brama	myersi
37342013	Pteraclis aesticola	(Jordan & Snyder, 1901)	Pacific Fanfish	Bramidae	Pteraclis	aesticola
37342014	Taractes rubescens	(Jordan & Evermann, 1887)	Knifetail Pomfret	Bramidae	Taractes	rubescens
37342015	Taractichthys steindachneri	(Döderlein, 1883)	Sickle Pomfret	Bramidae	Taractichthys	steindachneri
37343001	Neocaristius heemstrai	(Trunov, Kukuev & Parin, 2006)	[a manefish]	Caristiidae	Neocaristius	heemstrai
37343003	Caristius macropus	(Bellotti, 1903)	Manefish	Caristiidae	Caristius	macropus
37344001	Arripis georgianus	(Valenciennes, 1831)	Australian Herring	Arripidae	Arripis	georgianus
37344002	Arripis trutta	(Forster, 1801)	Eastern Australian Salmon	Arripidae	Arripis	trutta
37344004	Arripis truttaceus	(Cuvier, 1829)	Western Australian Salmon	Arripidae	Arripis	truttaceus
37345001	Emmelichthys nitidus	Richardson, 1845	Redbait	Emmelichthyidae	Emmelichthys	nitidus
37345002	Plagiogeneion macrolepis	McCulloch, 1914	Bigscale Rubyfish	Emmelichthyidae	Plagiogeneion	macrolepis
37345003	Plagiogeneion rubiginosum	(Hutton, 1875)	Cosmopolitan Rubyfish	Emmelichthyidae	Plagiogeneion	rubiginosum
37345004	Emmelichthys struhsakeri	Heemstra & Randall, 1977	Golden Redbait	Emmelichthyidae	Emmelichthys	struhsakeri
37345005	Erythrocles schlegelii	(Richardson, 1846)	[a bonnetmouth]	Emmelichthyidae	Erythrocles	schlegelii
37346001	Aphareus rutilans	Cuvier, 1830	Rusty Jobfish	Lutjanidae	Aphareus	rutilans
37346002	Pristipomoides multidens	(Day, 1871)	Goldband Snapper	Lutjanidae	Pristipomoides	multidens
37346003	Lutjanus vitta	(Quoy & Gaimard, 1824)	Brownstripe Snapper	Lutjanidae	Lutjanus	vitta
37346004	Lutjanus sebae	(Cuvier, 1828)	Red Emperor	Lutjanidae	Lutjanus	sebae
37346005	Lutjanus erythropterus	Bloch, 1790	Crimson Snapper	Lutjanidae	Lutjanus	erythropterus
37346006	Lutjanus quinquelineatus	(Bloch, 1790)	Fiveline Snapper	Lutjanidae	Lutjanus	quinquelineatus
37346007	Lutjanus malabaricus	(Bloch & Schneider, 1801)	Saddletail Snapper	Lutjanidae	Lutjanus	malabaricus
37346008	Lutjanus lutjanus	Bloch, 1790	Bigeye Snapper	Lutjanidae	Lutjanus	lutjanus
37346009	Pterocaesio chrysozona	(Cuvier, 1830)	Yellowband Fusilier	Caesionidae	Pterocaesio	chrysozona
37346010	Lutjanus lemniscatus	(Valenciennes, 1828)	Darktail Snapper	Lutjanidae	Lutjanus	lemniscatus
37346011	Lutjanus carponotatus	(Richardson, 1842)	Stripey Snapper	Lutjanidae	Lutjanus	carponotatus
37346013	Dipterygonotus balteatus	(Valenciennes, 1830)	Mottled Fusilier	Caesionidae	Dipterygonotus	balteatus
37346014	Etelis carbunculus	Cuvier, 1828	Ruby Snapper	Lutjanidae	Etelis	carbunculus
37346015	Lutjanus argentimaculatus	(Forsskål, 1775)	Mangrove Jack	Lutjanidae	Lutjanus	argentimaculatus
37346016	Lutjanus rivulatus	(Cuvier, 1828)	Maori Snapper	Lutjanidae	Lutjanus	rivulatus
37346017	Symphorus nematophorus	(Bleeker, 1860)	Chinamanfish	Lutjanidae	Symphorus	nematophorus
37346018	Caesio cuning	(Bloch, 1791)	Yellowtail Fusilier	Caesionidae	Caesio	cuning
37346019	Pristipomoides typus	Bleeker, 1852	Sharptooth Snapper	Lutjanidae	Pristipomoides	typus
37346024	Caesio caerulaurea	Lacépède, 1801	Goldband Fusilier	Caesionidae	Caesio	caerulaurea
37346025	Lutjanus bitaeniatus	(Valenciennes, 1830)	Indonesian Snapper	Lutjanidae	Lutjanus	bitaeniatus
37346027	Aprion virescens	Valenciennes, 1830	Green Jobfish	Lutjanidae	Aprion	virescens
37346028	Lutjanus gibbus	(Forsskål, 1775)	Paddletail	Lutjanidae	Lutjanus	gibbus
37346029	Lutjanus bohar	(Forsskål, 1775)	Red Bass	Lutjanidae	Lutjanus	bohar
37346030	Lutjanus johnii	(Bloch, 1792)	Golden Snapper	Lutjanidae	Lutjanus	johnii
37346031	Lipocheilus carnolabrum	(Chan, 1970)	Tang's Snapper	Lutjanidae	Lipocheilus	carnolabrum
37346032	Pristipomoides filamentosus	(Valenciennes, 1830)	Rosy Snapper	Lutjanidae	Pristipomoides	filamentosus
37346033	Lutjanus adetii	(Castelnau, 1873)	Hussar	Lutjanidae	Lutjanus	adetii
37346034	Lutjanus fulviflamma	(Forsskål, 1775)	Blackspot Snapper	Lutjanidae	Lutjanus	fulviflamma
37346036	Aphareus furca	(Lacépède, 1801)	Smalltooth Jobfish	Lutjanidae	Aphareus	furca
37346037	Caesio teres	Seale, 1906	Blue Fusilier	Caesionidae	Caesio	teres
37346038	Etelis coruscans	Valenciennes, 1862	Flame Snapper	Lutjanidae	Etelis	coruscans
37346039	Lutjanus biguttatus	(Valenciennes, 1830)	Twospot Snapper	Lutjanidae	Lutjanus	biguttatus
37346040	Lutjanus rufolineatus	(Valenciennes, 1830)	Yellowlined Snapper	Lutjanidae	Lutjanus	rufolineatus
37346041	Lutjanus decussatus	(Cuvier, 1828)	Checkered Snapper	Lutjanidae	Lutjanus	decussatus
37346042	Lutjanus ehrenbergii	(Peters, 1869)	Ehrenberg's Snapper	Lutjanidae	Lutjanus	ehrenbergii
37346043	Lutjanus fulvus	(Schneider, 1801)	Blacktail Snapper	Lutjanidae	Lutjanus	fulvus
37346044	Lutjanus kasmira	(Forsskål, 1775)	Bluestriped Snapper	Lutjanidae	Lutjanus	kasmira
37346045	Lutjanus monostigma	(Cuvier, 1828)	Onespot Snapper	Lutjanidae	Lutjanus	monostigma
37346046	Lutjanus semicinctus	Quoy & Gaimard, 1824	Blackbanded Snapper	Lutjanidae	Lutjanus	semicinctus
37346047	Macolor macularis	Fowler, 1931	Midnight Snapper	Lutjanidae	Macolor	macularis
37346048	Macolor niger	(Forsskål, 1775)	Black-and-white Snapper	Lutjanidae	Macolor	niger
37346049	Paracaesio xanthura	(Bleeker, 1869)	False Fusilier	Lutjanidae	Paracaesio	xanthura
37346050	Pterocaesio digramma	(Bleeker, 1865)	Doubleline Fusilier	Caesionidae	Pterocaesio	digramma
37346051	Pterocaesio trilineata	Carpenter, 1987	Threestripe Fusilier	Caesionidae	Pterocaesio	trilineata
37346052	Symphorichthys spilurus	(Günther, 1874)	Sailfin Snapper	Lutjanidae	Symphorichthys	spilurus
37346053	Paracaesio stonei	Raj & Seeto, 1983	Cocoa Snapper	Lutjanidae	Paracaesio	stonei
37346054	Pristipomoides argyrogrammicus	(Valenciennes, 1832)	Ornate Snapper	Lutjanidae	Pristipomoides	argyrogrammicus
37346055	Pristipomoides flavipinnis	Shinohara, 1963	Goldeneye Snapper	Lutjanidae	Pristipomoides	flavipinnis
37346056	Pristipomoides zonatus	(Valenciennes, 1830)	Oblique-banded Snapper	Lutjanidae	Pristipomoides	zonatus
37346057	Lutjanus timoriensis	(Quoy & Gaimard, 1824)	Timor Snapper	Lutjanidae	Lutjanus	timoriensis
37346058	Etelis radiosus	Anderson, 1981	Pale Ruby Snapper	Lutjanidae	Etelis	radiosus
37346059	Pristipomoides auricilla	(Jordan, Evermann & Tanaka, 1927)	Goldflag Snapper	Lutjanidae	Pristipomoides	auricilla
37346060	Paracaesio kusakarii	Abe, 1960	Saddleback Snapper	Lutjanidae	Paracaesio	kusakarii
37346061	Caesio lunaris	Cuvier, 1830	Lunar Fusilier	Caesionidae	Caesio	lunaris
37346062	Pterocaesio pisang	(Bleeker, 1853)	[a fusilier]	Caesionidae	Pterocaesio	pisang
37346063	Pterocaesio tile	(Cuvier, 1830)	Neon Fusilier	Caesionidae	Pterocaesio	tile
37346064	Pristipomoides sieboldii	(Bleeker, 1854)	Lavender Snapper	Lutjanidae	Pristipomoides	sieboldii
37346065	Lutjanus russellii	(Bleeker, 1849)	Moses' Snapper	Lutjanidae	Lutjanus	russellii
37346067	Pinjalo lewisi	Randall, Allen & Anderson, 1987	Red Pinjalo	Lutjanidae	Pinjalo	lewisi
37346068	Pterocaesio marri	Schultz, 1953	Bigtail Fusilier	Caesionidae	Pterocaesio	marri
37346069	Paracaesio gonzalesi	Fourmanoir & Rivaton, 1979	Vanuatu Snapper	Lutjanidae	Paracaesio	gonzalesi
37346070	Paracaesio sordida	Abe & Shinohara, 1962	Sordid Snapper	Lutjanidae	Paracaesio	sordida
37346071	Symphysanodon typus	Bleeker, 1878	Typical Slopefish	Symphysanodontidae	Symphysanodon	typus
37346072	Pinjalo pinjalo	(Bleeker, 1850)	[a tropical snapper]	Lutjanidae	Pinjalo	pinjalo
37346073	Randallichthys filamentosus	(Fourmanoir, 1970)	[a tropical snapper]	Lutjanidae	Randallichthys	filamentosus
37347001	Nemipterus bathybius	Snyder, 1911	Yellowbelly Threadfin Bream	Nemipteridae	Nemipterus	bathybius
37347002	Nemipterus nematopus	(Bleeker, 1851)	Yellowtip Threadfin Bream	Nemipteridae	Nemipterus	nematopus
37347003	Nemipterus peronii	(Valenciennes, 1830)	Notched Threadfin Bream	Nemipteridae	Nemipterus	peronii
37347004	Nemipterus celebicus	(Bleeker, 1854)	Celebes Threadfin Bream	Nemipteridae	Nemipterus	celebicus
37347005	Nemipterus furcosus	(Valenciennes, 1830)	Rosy Threadfin Bream	Nemipteridae	Nemipterus	furcosus
37347006	Scolopsis monogramma	(Kuhl & van Hasselt, 1830)	Rainbow Monocle Bream	Nemipteridae	Scolopsis	monogramma
37347007	Pentapodus porosus	(Valenciennes, 1830)	Northwest Threadfin Bream	Nemipteridae	Pentapodus	porosus
37347008	Scolopsis taenioptera	(Kuhl & van Hasselt, 1830)	Redspot Monocle Bream	Nemipteridae	Scolopsis	taenioptera
37347009	Nemipterus virgatus	(Houttuyn, 1782)	Golden Threadfin Bream	Nemipteridae	Nemipterus	virgatus
37347010	Parascolopsis tanyactis	Russell, 1986	Longray Monocle Bream	Nemipteridae	Parascolopsis	tanyactis
37347011	Parascolopsis rufomaculatus	Russell, 1986	Yellowband Monocle Bream	Nemipteridae	Parascolopsis	rufomaculatus
37347012	Pentapodus nagasakiensis	(Tanaka, 1915)	Japanese Threadfin Bream	Nemipteridae	Pentapodus	nagasakiensis
37347013	Nemipterus zysron	(Bleeker, 1856)	Slender Threadfin Bream	Nemipteridae	Nemipterus	zysron
37347014	Nemipterus hexodon	(Quoy & Gaimard, 1824)	Ornate Threadfin Bream	Nemipteridae	Nemipterus	hexodon
37347015	Parascolopsis eriomma	(Jordan & Richardson, 1909)	rosy sea perch	Nemipteridae	Parascolopsis	eriomma
37347016	Nemipterus marginatus	(Valenciennes, 1830)	Red-filament Threadfin Bream	Nemipteridae	Nemipterus	marginatus
37347018	Scolopsis vosmeri	(Bloch, 1792)	Whitecheek Monocle Bream	Nemipteridae	Scolopsis	vosmeri
